col_A,col_B,col_C
zur Inhaltsübersicht,,
"Deutschlandatlas_GEM1224_b: Indikatoren auf Gemeindeebene, Gebietsstand zum 31.12.2024 ",,
GKZ1224,Gemeindename,"Indikatorkürzel: bev_dicht

Einwohner/-innen je km² im Jahr 2024"
1059186,Steinbergkirche,83.37
1059187,Boren,37.88
1059188,Stapel,59.75
1059189,Brodersby-Goltoft,49.74
1060002,Alveslohe,133.49
1060003,Armstedt,43.95
1060004,"Bad Bramstedt, Stadt",639.56
1060005,"Bad Segeberg, Stadt",975.04
1060006,Bahrenhof,36.78
1060007,Bark,51.35
1060008,Bebensee,94.01
1060009,Bimöhlen,61.54
1060010,Blunk,51.92
1060011,Boostedt,216.45
1060012,Bornhöved,241.64
1060013,Borstel,25.98
1060014,"Buchholz (Forstgutsbez.),gemfr. Gebiet",-9999
1060015,Bühnsdorf,91.57
1060016,Daldorf,41.75
1060017,Damsdorf,31.52
1060018,Dreggers,21.86
1060019,Ellerau,862.76
1060020,Fahrenkrug,281.48
1060021,Föhrden-Barl,31.85
1060022,Fredesdorf,67.23
1060023,Fuhlendorf,65.95
1060024,Geschendorf,95.44
1060025,Glasau,43.18
1060026,Gönnebek,38.56
1060027,Großenaspe,67.25
1060028,Groß Kummerfeld,64.76
1060029,Groß Niendorf,61.52
1060030,Groß Rönnau,89.81
1060031,Hagen,54.76
1060033,Hardebek,49.05
1060034,Hartenholm,120.48
1060035,Hasenkrug,72.12
1060036,Hasenmoor,41.05
1060037,Heidmoor,17.05
1060038,Heidmühlen,38.25
1060039,Henstedt-Ulzburg,717.82
1060040,Hitzhusen,157.63
1060041,Högersdorf,78.59
1060042,Hüttblek,140
1060043,Itzstedt,351.61
1060044,"Kaltenkirchen, Stadt",1016.96
1060045,Kattendorf,80.08
1060046,Kayhude,222.29
1060047,Kisdorf,162.22
1060048,Klein Gladebrügge,139.32
1060049,Klein Rönnau,422.52
1060050,Krems II,34.4
1060051,Kükels,51.83
1060052,Latendorf,33.44
1060053,Leezen,126.23
1060054,Lentföhrden,128.44
1060056,Mönkloh,19.73
1060057,Mözen,59.2
1060058,Nahe,243.2
1060059,Negernbötel,58.4
1060060,Nehms,35.51
1060061,Neuengörs,58.96
1060062,Neversdorf,98.61
1060063,"Norderstedt, Stadt",1425.89
1060064,Nützen,58.05
1060065,Oering,153.91
1060066,Oersdorf,131.73
1060067,Pronstorf,43.79
1060068,Rickling,80.28
1060069,Rohlstorf,59.4
1060070,Schackendorf,110.83
1060071,Schieren,41.19
1060072,Schmalensee,54.84
1060073,Schmalfeld,99.9
1060074,Schwissel,62.84
1060075,Seedorf,44.68
1060076,Seth,163.7
1060077,Sievershütten,153.39
1060079,Stipsdorf,68.66
1060080,Stocksee,35.24
1060081,Strukdorf,34.25
1060082,Struvenhütten,72.05
1060084,Stuvenborn,109.9
1060085,Sülfeld,128.14
1060086,Tarbek,16.77
1060087,Tensfeld,96.99
1060088,Todesfelde,62.09
1060089,Trappenkamp,1470.43
1060090,Travenhorst,21.5
1060091,Traventhal,96.65
1060092,"Wahlstedt, Stadt",624.19
1060093,Wakendorf I,88.2
1060094,Wakendorf II,107.66
1060095,Weddelbrook,77.81
1060096,Weede,58.81
1060097,Wensin,44.87
1060098,Westerrade,80.25
1060099,Wiemersdorf,98.23
1060100,Winsen,91.42
1060101,Wittenborn,176.25
1061001,Aasbüttel,36.14
1061002,Aebtissinwisch,14.14
1061003,Agethorst,31.31
1061004,Altenmoor,38.89
1061005,Auufer,25.78
1061006,Bahrenfleth,38.21
1061007,Beidenfleth,61.03
1061008,Bekdorf,54.12
1061010,Bekmünde,53.79
1061011,Besdorf,30.8
1061012,Blomesche Wildnis,85.09
1061013,Bokelrehm,49.07
1061014,Bokhorst,23.17
1061015,Borsfleth,50.66
1061016,Breitenberg,107.59
1061017,Breitenburg,118.53
1061018,Brokdorf,50.53
1061019,Brokstedt,179.32
1061020,Büttel,2.17
1061021,Christinenthal,19.58
1061022,Dägeling,141.43
1061023,Dammfleth,17.95
1061024,Drage,16.96
1061025,Ecklak,18.08
1061026,Elskop,20.44
1061027,Engelbrechtsche Wildnis,160.23
1061028,Fitzbek,37.11
1061029,"Glückstadt, Stadt",501.54
1061030,Grevenkop,34.96
1061031,Gribbohm,30.16
1061033,Hadenfeld,62.55
1061034,Heiligenstedten,167.22
1061035,Heiligenstedtenerkamp,834.12
1061036,Hennstedt,59.44
1061037,Herzhorn,90.59
1061038,Hingstheide,20.37
1061039,Hodorf,26.7
1061040,Hohenaspe,135.65
1061041,Hohenfelde,49.53
1061042,Hohenlockstedt,129.78
1061043,Holstenniendorf,35.98
1061044,Horst (Holstein),205.13
1061045,Huje,47.29
1061046,"Itzehoe, Stadt",1146.64
1061047,Kaaks,51.52
1061048,Kaisborstel,22.56
1061049,"Kellinghusen, Stadt",438.22
1061050,Kiebitzreihe,254.6
1061052,Kleve,94.79
1061053,Kollmoor,9.91
1061054,Krempdorf,42.65
1061055,"Krempe, Stadt",720.41
1061056,Kremperheide,577.89
1061057,Krempermoor,349.03
1061058,Kronsmoor,27.77
1061059,Krummendiek,47.75
1061060,Kudensee,35.86
1061061,Lägerdorf,448.41
1061062,Landrecht,27.12
1061063,Landscheide,32.53
1061064,Lockstedt,21.31
1061065,Lohbarbek,124.52
1061066,Looft,30.17
1061067,Mehlbek,45.18
1061068,Moordiek,18.41
1061070,Moorhusen,14.35
1061071,Mühlenbarbek,29.56
1061072,Münsterdorf,355.86
1061073,Neuenbrook,49.65
1061074,Neuendorf b. Elmshorn,50.6
1061076,Nienbüttel,31.97
1061077,Nortorf,40.54
1061078,Nutteln,36.87
1061079,Oelixdorf,145.81
1061080,Oeschebüttel,33.03
1061081,Oldenborstel,25.71
1061082,Oldendorf,107.52
1061083,Ottenbüttel,71.64
1061084,Peissen,27.53
1061085,Pöschendorf,42.74
1061086,Poyenberg,41.27
1061087,Puls,49.72
1061088,Quarnstedt,40.79
1061089,Rade,26.79
1061091,Reher,48.82
1061092,Rethwisch,55.18
1061093,Rosdorf,59.71
1061095,Sankt Margarethen,63.49
1061096,Sarlhusen,41.25
1061097,Schenefeld,300.64
1061098,Schlotfeld,45.63
1061100,Silzen,22.12
1061101,Sommerland,39.61
1061102,Stördorf,15.52
1061103,Störkathen,44.83
1061104,Süderau,81.94
1061105,Vaale,83.77
1061106,Vaalermoor,19.61
1061107,Wacken,295.49
1061108,Warringholz,46.83
1061109,Westermoor,41.63
1061110,Wewelsfleth,55.79
1061111,Wiedenborstel,2.21
1061112,Willenscharen,22.21
1061113,"Wilster, Stadt",1587.45
1061114,Winseldorf,56.05
1061115,Wittenbergen,37.91
1061116,Wrist,231.92
1061117,Wulfsmoor,43.39
1061118,Kollmar,49.51
1061119,Neuendorf-Sachsenbande,21.81
1062001,"Ahrensburg, Stadt",978.58
1062003,Badendorf,153.52
1062004,"Bad Oldesloe, Stadt",472.45
1062005,Bargfeld-Stegen,167.45
1062006,"Bargteheide, Stadt",1026.86
1062008,Barnitz,71.95
1062009,Barsbüttel,538.98
1062011,Braak,125.97
1062014,Delingsdorf,270.21
1062016,Elmenhorst,188.08
1062018,"Glinde, Stadt",1666.46
1062019,Grabau,82.6
1062020,Grande,89.06
1062021,Grönwohld,152.09
1062022,Großensee,149.34
1062023,Großhansdorf,845.45
1062025,Hamberge,275.07
1062026,Hamfelde,191.18
1062027,Hammoor,164.96
1062031,Heidekamp,148.42
1062032,Heilshoop,64.24
1062033,Hohenfelde,30.67
1062035,Hoisdorf,216.9
1062036,Jersbek,100
1062039,Klein Wesenberg,86.84
1062040,Köthel,84.16
1062045,Lütjensee,233.81
1062046,Meddewade,289.03
1062048,Mönkhagen,88.51
1062050,Neritz,71.67
1062051,Nienwohld,52.56
1062053,Oststeinbek,788.82
1062056,Pölitz,96.91
1062058,Rausdorf,46
1062059,Rehhorst,44.38
1062060,"Reinbek, Stadt",904.48
1062061,"Reinfeld (Holstein), Stadt",524.29
1062062,Rethwisch,88.29
1062065,Rümpel,84.96
1062069,Siek,195.35
1062071,Stapelfeld,179.74
1062076,Tangstedt,162.34
1062078,Todendorf,96.57
1062081,Tremsbüttel,184.32
1062082,Trittau,320.85
1062083,Westerau,50.62
1062086,Witzhave,193.52
1062087,Zarpen,125.41
1062088,Brunsbek,124.9
1062089,Lasbek,101.13
1062090,Ammersbek,564.14
1062091,Steinburg,115.4
1062092,Travenbrück,68.3
1062093,Feldhorst,35.34
1062094,Wesenberg,137.1
2000000,"Hamburg, Freie und Hansestadt",2466.68
3101000,"Braunschweig, Stadt",1312.72
3102000,"Salzgitter, Stadt",467.61
3103000,"Wolfsburg, Stadt",633.17
3151001,Adenbüttel,130.58
3151002,Barwedel,49.39
3151003,Bergfeld,81.36
3151004,Bokensdorf,85.52
3151005,"Brome, Flecken",84.22
3151006,Calberlah,190.42
3151007,Dedelstorf,15.93
3151008,Ehra-Lessien,28.89
3151009,"Gifhorn, Stadt",405.37
3151010,Groß Oesingen,35.95
3151011,Hankensbüttel,124.54
3151012,Hillerse,102.94
3151013,Isenbüttel,321.14
3151014,Jembke,142.21
3151015,Leiferde,150.62
3151016,Meine,212.24
3151017,Meinersen,148.99
3151018,Müden (Aller),77.42
3151019,Obernholz,21.4
3151020,Osloß,288.37
3151021,Parsau,66.38
3151022,Ribbesbüttel,85.7
3151023,Rötgesbüttel,230.47
3151024,Rühen,187.14
3151025,Sassenburg,134.53
3151026,Schönewörde,50.03
3151027,Schwülper,349.95
3151028,Sprakensehl,13.83
3151029,Steinhorst,21.72
3151030,Tappenbeck,312.28
3151031,Tiddische,73.34
3151032,Tülau,63.68
3151033,Ummern,36.85
3151034,Vordorf,161.39
3151035,Wagenhoff,266.44
3151036,Wahrenholz,64.84
3151037,Wasbüttel,279.03
3151038,Wesendorf,177.4
3151039,Weyhausen,342.3
3151040,"Wittingen, Stadt",49.31
3151041,Didderse,171.97
3151501,"Giebel, gemfr. Gebiet",-9999
3153002,"Bad Harzburg, Stadt",297.45
3153008,Liebenburg,100.11
3153012,"Seesen, Stadt",182.32
3153016,"Braunlage, Stadt",152.89
3153017,"Goslar, Stadt",289.35
3153018,"Clausthal-Zellerfeld, Berg- und Universitätsstadt",318.43
3153019,"Langelsheim, Stadt",134.23
3153504,"Harz (Landkreis Goslar), gemfr. Gebiet",-9999
3154001,Bahrdorf,42.82
3154002,Beierstedt,37.85
3154004,Danndorf,180.17
3154005,Frellstedt,135.28
3154006,Gevensleben,39.67
3154007,Grafhorst,116.34
3154008,Grasleben,205.5
3154009,Groß Twülpstedt,76.52
3154012,Jerxheim,59.28
3154013,"Königslutter am Elm, Stadt",117.4
3154014,Lehre,165.01
3154015,Mariental,148.55
3154016,Querenhorst,103.56
3154017,Räbke,69.8
3154018,Rennau,31.99
3154019,"Schöningen, Stadt",312.32
3154021,Süpplingen,162.82
3154022,Süpplingenburg,44.83
3154024,Velpke,249.32
3154025,Warberg,98.38
3154026,Wolsdorf,70.18
3154027,Söllingen,37.08
3154028,"Helmstedt, Stadt",376.07
3154501,"Brunsleberfeld, gemfr. Gebiet",-9999
3154502,"Helmstedt, gemfr. Gebiet",-9999
3154503,"Königslutter, gemfr. Gebiet",-9999
3154504,"Mariental, gemfr. Gebiet",-9999
3154506,"Schöningen, gemfr. Gebiet",-9999
3155001,"Bad Gandersheim, Stadt",98.88
3155002,"Bodenfelde, Flecken",147.14
3155003,"Dassel, Stadt",80.73
3155005,"Hardegsen, Stadt",86.28
3155006,Kalefeld,68.07
3155007,Katlenburg-Lindau,94.18
3155009,"Moringen, Stadt",79.38
3155010,"Nörten-Hardenberg, Flecken",142.6
3155011,"Northeim, Stadt",187.36
3155012,"Uslar, Stadt",119.17
3155013,"Einbeck, Stadt",128.28
3155501,"Solling (Landkreis Northeim), gemfr. Geb.",-9999
3157001,Edemissen,117.95
3157002,Hohenhameln,135.02
3157005,Lengede,424.43
3157006,"Peine, Stadt",425.46
3157007,Vechelde,237.91
3157008,Wendeburg,169.56
3157009,Ilsede,297.27
3158002,Baddeckenstedt,143.42
3158004,Burgdorf,86.25
3158005,Cramme,63.94
3158006,Cremlingen,216.96
3158007,Dahlum,42.75
3158008,Denkte,146.33
3158009,Dettum,70
3158010,Dorstadt,68.21
3158011,Elbe,87.16
3158012,Erkerode,61.76
3158013,Evessen,70.2
3158014,Flöthe,57.67
3158016,Haverlah,91.1
3158017,Hedeper,29.43
3158018,Heere,64.82
3158019,Heiningen,81.09
3158021,Kissenbrück,262.87
3158022,Kneitlingen,42.98
3158023,Ohrum,73.15
3158025,Roklum,50.54
3158027,"Schöppenstedt, Stadt",132.49
3158028,Sehlde,42.08
3158030,Sickte,235.38
3158031,Uehrde,34.79
3158032,Vahlberg,36.54
3158033,Veltheim (Ohe),114.84
3158035,Winnigstedt,55.63
3158036,Wittmar,225.91
3158037,"Wolfenbüttel, Stadt",668.07
3158038,Börßum,91.54
3158039,Schladen-Werla,115.9
3158040,Remlingen-Semmenstedt,67.78
3158501,"Am Großen Rhode, gemfr. Gebiet",-9999
3158502,"Barnstorf-Warle, gemfr. Gebiet",-9999
3158503,"Voigtsdahlum, gemfr. Gebiet",-9999
3159001,"Adelebsen, Flecken",81.22
3159002,Bad Grund (Harz),187.32
3159003,"Bad Lauterberg im Harz, Stadt",244.56
3159004,"Bad Sachsa, Stadt",216.66
3159005,Bilshausen,259.25
3159006,Bodensee,102.54
3159007,"Bovenden, Flecken",221
3159008,Bühren,37.07
3159009,"Dransfeld, Stadt",148.39
3159010,"Duderstadt, Stadt",213.04
3159011,Ebergötzen,98.83
3159012,Elbingerode,76.28
3159013,Friedland,109.82
3159014,"Gieboldehausen, Flecken",188.92
3159015,Gleichen,67.03
3159016,"Göttingen, Stadt",1087.5
3159017,"Hann. Münden, Stadt",193.76
3159018,Hattorf am Harz,136.07
3159019,"Herzberg am Harz, Stadt",177.96
3159020,Hörden am Harz,116.24
3159021,Jühnde,37.12
3159022,Krebeck,82.79
3159023,Landolfshausen,67.26
3159024,Niemetal,49.77
3159025,Obernfeld,88.06
3159026,"Osterode am Harz, Stadt",210.63
3159027,Rhumspringe,181.94
3159028,Rollshausen,72.49
3159029,Rosdorf,184.21
3159030,Rüdershausen,85.91
3159031,Scheden,66.73
3159032,Seeburg,119.57
3159033,Seulingen,120.81
3159034,Staufenberg,96.75
3159035,Waake,160.89
3159036,Walkenried,192.54
3159037,Wollbrandshausen,100.32
3159038,Wollershausen,47.32
3159039,Wulften am Harz,120.72
3159501,"Harz (Landkreis Göttingen), gemfr. Geb.",-9999
3241001,"Hannover, Landeshauptstadt",2555.71
3241002,"Barsinghausen, Stadt",330.13
3241003,"Burgdorf, Stadt",275.86
3241004,"Burgwedel, Stadt",133.33
3241005,"Garbsen, Stadt",753.59
3241006,"Gehrden, Stadt",353.62
3241007,"Hemmingen, Stadt",596.66
3241008,Isernhagen,402.24
3241009,"Laatzen, Stadt",1224.77
3241010,"Langenhagen, Stadt",752.29
3241011,"Lehrte, Stadt",346.64
3241012,"Neustadt am Rübenberge, Stadt",124.44
3241013,"Pattensen, Stadt",218.5
3241014,"Ronnenberg, Stadt",629.67
3241015,"Seelze, Stadt",635.43
3241016,"Sehnde, Stadt",226.21
3241017,"Springe, Stadt",179.04
3241018,Uetze,142.45
3241019,Wedemark,171.02
3241020,Wennigsen (Deister),264.3
3241021,"Wunstorf, Stadt",327.75
3251001,Affinghausen,65.55
3251002,Asendorf,48.71
3251003,Bahrenborstel,34.53
3251004,"Barenburg, Flecken",74.29
3251005,"Barnstorf, Flecken",127.65
3251006,Barver,39.9
3251007,"Bassum, Stadt",98.34
3251008,Borstel,38.1
3251009,Brockum,35.48
3251011,Dickel,28.86
3251012,"Diepholz, Stadt",168.56
3251013,Drebber,63.61
3251014,Drentwede,32.72
3251015,Ehrenburg,30.24
3251017,Eydelstedt,23.23
3251018,Freistatt,43.06
3251019,Hemsloh,19.5
3251020,Hüde,50.8
3251021,Kirchdorf,46.17
3251022,Lembruch,55.8
3251023,"Lemförde, Flecken",490.94
3251024,Maasen,23.45
3251025,Marl,73.58
3251026,Martfeld,80.95
3251027,Mellinghausen,42.51
3251028,Neuenkirchen,81.53
3251029,Quernheim,79.81
3251030,Rehden,67.97
3251031,Scholen,37.13
3251032,Schwaförden,56.62
3251033,Schwarme,108.72
3251034,"Siedenburg, Flecken",87.56
3251035,Staffhorst,35.54
3251036,Stemshorn,80.09
3251037,Stuhr,414.38
3251038,Sudwalde,37.11
3251040,"Sulingen, Stadt",120.85
3251041,"Syke, Stadt",197.25
3251042,"Twistringen, Stadt",115.07
3251043,Varrel,31.17
3251044,Wagenfeld,59.5
3251045,Wehrbleck,28.51
3251046,Wetschen,74.55
3251047,Weyhe,513.17
3251049,"Bruchhausen-Vilsen, Flecken",81.79
3252001,"Aerzen, Flecken",99.03
3252002,"Bad Münder am Deister, Stadt",159.87
3252003,"Bad Pyrmont, Stadt",318.15
3252004,"Coppenbrügge, Flecken",76.8
3252005,Emmerthal,85.56
3252006,"Hameln, Stadt",568.07
3252007,"Hessisch Oldendorf, Stadt",154.31
3252008,"Salzhemmendorf, Flecken",97.77
3254002,"Alfeld (Leine), Stadt",246.38
3254003,Algermissen,214.39
3254005,"Bad Salzdetfurth, Stadt",194.06
3254008,"Bockenem, Stadt",86.08
3254011,Diekholzen,197.95
3254013,"Eime, Flecken",115.98
3254014,"Elze, Stadt",185.74
3254017,Giesen,275.94
3254020,Harsum,216.92
3254021,"Hildesheim, Stadt",1067.4
3254022,Holle,107.08
3254026,Nordstemmen,197.24
3254028,"Sarstedt, Stadt",451.28
3254029,Schellerten,92.38
3254032,Söhlde,130.33
3254041,"Duingen, Flecken",78.47
3254042,Freden (Leine),84.28
3254043,"Gronau (Leine), Stadt",119.1
3254044,Lamspringe,77.45
3254045,Sibbesse,73.8
3255001,Arholzen,61.01
3255002,"Bevern, Flecken",111.46
3255003,"Bodenwerder, Münchhausenstadt",160.83
3255004,Boffzen,300.74
3255005,Brevörde,39.84
3255007,Deensen,119.66
3255008,"Delligsen, Flecken",201.13
3255009,Derental,62.62
3255010,Dielmissen,98.54
3255012,Eimen,49.51
3255013,"Eschershausen, Stadt",141.22
3255014,Fürstenberg,301.82
3255015,Golmbach,55.55
3255016,Halle,48.53
3255017,Hehlen,75.92
3255018,Heinade,85.26
3255019,Heinsen,37.43
3255020,Heyen,48.26
3255021,Holenberg,52.98
3255022,Holzen,73.22
3255023,"Holzminden, Stadt",214.45
3255025,Kirchbrak,46.56
3255026,"Lauenförde, Flecken",128.9
3255027,Lenne,110.04
3255028,Lüerdissen,53.75
3255030,Negenborn,69.35
3255031,"Ottenstein, Flecken",35.54
3255032,Pegestorf,46.52
3255033,"Polle, Flecken",51.93
3255034,"Stadtoldendorf, Stadt",195.35
3255035,Vahlbruch,25.42
3255036,Wangelnstedt,35.15
3255501,"Boffzen, gemfr. Gebiet",-9999
3255502,"Eimen, gemfr. Gebiet",-9999
3255503,"Eschershausen, gemfr. Gebiet",-9999
3255504,"Grünenplan, gemfr. Gebiet",-9999
3255505,"Holzminden, gemfr. Gebiet",-9999
3255506,"Merxhausen, gemfr. Gebiet",-9999
3255508,"Wenzen, gemfr. Gebiet",-9999
3256001,Balge,50.81
3256002,Binnen,38.97
3256003,"Bücken, Flecken",64.79
3256004,"Diepenau, Flecken",54.59
3256005,"Drakenburg, Flecken",154.61
3256006,Estorf,86.75
3256007,Eystrup,149.13
3256008,Gandesbergen,74.22
3256009,Hämelhausen,61.39
3256010,Hassel (Weser),100.23
3256011,Haßbergen,94.79
3256012,Heemsen,45.82
3256013,Hilgermissen,37.2
3256014,"Hoya, Stadt",457.04
3256015,Hoyerhagen,42.21
3256016,Husum,58.36
3256017,Landesbergen,66
3256018,Leese,55.11
3256019,"Liebenau, Flecken",160.16
3256020,Linsburg,42.81
3256021,Marklohe,139.51
3256022,"Nienburg (Weser), Stadt",505.32
3256023,Pennigsehl,47.81
3256024,Raddestorf,43.4
3256025,"Rehburg-Loccum, Stadt",99.45
3256026,Rodewald,42.85
3256027,Rohrsen,220.66
3256028,Schweringen,43.73
3256029,Steimbke,38.64
3256030,"Steyerberg, Flecken",50.58
3256031,Stöckse,33
3256032,Stolzenau,109.06
3256033,"Uchte, Flecken",52.32
3256034,Warmsen,37.98
3256035,Warpe,33.86
3256036,Wietzen,48.53
3257001,Ahnsen,297.96
3257002,Apelern,98.13
3257003,Auetal,96.56
3257004,Auhagen,102.91
3257005,Bad Eilsen,1013.82
3257006,"Bad Nenndorf, Stadt",503.27
3257007,Beckedorf,144.66
3257008,Buchholz,403.39
3257009,"Bückeburg, Stadt",278.97
3257010,"Hagenburg, Flecken",278.25
3257011,Haste,249.33
3257012,Heeßen,727.89
3257013,Helpsen,243.37
3257014,Hespe,311.86
3257015,Heuerßen,226.38
3257016,Hohnhorst,187.79
3257017,Hülsede,64.78
3257018,"Lauenau, Flecken",257.91
3257019,Lauenhagen,131.72
3257020,Lindhorst,529.82
3257021,Lüdersfeld,87.74
3257022,Luhden,259.08
3257023,Meerbeck,136.82
3257024,Messenkamp,102.64
3257025,Niedernwöhren,173.24
3257026,Nienstädt,507.34
3257027,Nordsehl,111.06
3257028,"Obernkirchen, Stadt",274.64
3257029,Pohle,115.67
3257030,Pollhagen,80.65
3257031,"Rinteln, Stadt",234.84
3257032,"Rodenberg, Stadt",402.75
3257033,"Sachsenhagen, Stadt",117.71
3257034,Seggebruch,222.3
3257035,"Stadthagen, Stadt",375.61
3257036,Suthfeld,282.21
3257037,"Wiedensahl, Flecken",76.46
3257038,Wölpinghausen,83.63
3351001,Adelheidsdorf,79.98
3351002,Ahnsbeck,81.01
3351003,Beedenbostel,76.39
3351004,"Bergen, Stadt",79.03
3351005,Bröckel,122.84
3351006,"Celle, Stadt",379.7
3351007,Eicklingen,137.66
3351008,Eldingen,34.53
3351010,Faßberg,57.58
3351012,Hambühren,179.69
3351015,Hohne,45.38
3351016,Lachendorf,157.66
3351017,Langlingen,64.15
3351018,Nienhagen,364.77
3351021,Wathlingen,359.63
3351022,"Wienhausen, Klostergemeinde",97.9
3351023,Wietze,116.77
3351024,Winsen (Aller),81.56
3351025,Eschede,27.66
3351026,Südheide,56.91
3351501,"Lohheide, gemfr. Bezirk",7.74
3352002,Armstorf,17.34
3352004,Belum,30.4
3352008,Bülkau,35.49
3352011,"Cuxhaven, Stadt",306.9
3352020,Hechthausen,119.39
3352022,"Hemmoor, Stadt",193.23
3352024,Hollnseth,40.54
3352025,Ihlienworth,37.9
3352029,Lamstedt,62.74
3352032,Loxstedt,112.97
3352036,Mittelstenahe,17.19
3352038,Neuenkirchen,67.52
3352039,"Neuhaus (Oste), Flecken",108.53
3352041,Nordleda,44.62
3352042,Oberndorf,41.79
3352043,Odisheim,34.1
3352044,Osten,35.9
3352045,Osterbruch,45.74
3352046,"Otterndorf, Stadt",223.99
3352050,Schiffdorf,128.54
3352051,Steinau,22.27
3352052,Stinstedt,17.06
3352055,Wanna,41.7
3352056,Wingst,59.45
3352059,Beverstedt,67.43
3352060,Hagen im Bremischen,54.22
3352061,Wurster Nordseeküste,92.27
3352062,"Geestland, Stadt",87.2
3352063,Cadenberge,126.44
3353001,Appel,135.83
3353002,Asendorf,148.37
3353003,Bendestorf,606.98
3353004,Brackel,137.38
3353005,"Buchholz in der Nordheide, Stadt",558.28
3353006,Dohren,97.95
3353007,Drage,141.98
3353008,Drestedt,147.64
3353009,Egestorf,56.28
3353010,Eyendorf,89.01
3353011,Garlstorf,66.35
3353012,Garstedt,97.8
3353013,Gödenstorf,64.82
3353014,Halvesbostel,43.03
3353015,Handeloh,88.85
3353016,Hanstedt,106.99
3353017,Harmstorf,138.9
3353018,Heidenau,59.38
3353019,Hollenstedt,171.72
3353020,Jesteburg,276.58
3353021,Kakenstorf,116.39
3353022,Königsmoor,57.74
3353023,Marschacht,149.18
3353024,Marxen,106.86
3353025,Moisburg,185.73
3353026,Neu Wulmstorf,418
3353027,Otter,49.91
3353028,Regesbostel,64.16
3353029,Rosengarten,219.99
3353030,Salzhausen,139.99
3353031,Seevetal,419.23
3353032,Stelle,308.93
3353033,Tespe,194.77
3353034,Toppenstedt,75.95
3353035,Tostedt,296
3353036,Undeloh,21.1
3353037,Vierhöfen,66.24
3353038,Welle,60.58
3353039,Wenzendorf,71.77
3353040,"Winsen (Luhe), Stadt",336.71
3353041,Wistedt,95.38
3353042,Wulfsen,196.71
3354001,"Bergen an der Dumme, Flecken",54.12
3354002,"Clenze, Flecken",29.8
3354003,Damnatz,18.01
3354004,"Dannenberg (Elbe), Stadt",103.98
3354005,"Gartow, Flecken",47.66
3354006,Göhrde,14.06
3354007,Gorleben,28.76
3354008,Gusborn,25.03
3354009,"Hitzacker (Elbe), Stadt",77.83
3354010,Höhbeck,32.27
3354011,Jameln,29.51
3354012,Karwitz,23.29
3354013,Küsten,32.03
3354014,Langendorf,16.18
3354015,Lemgow,20.05
3354016,Luckau (Wendland),25.45
3354017,Lübbow,41.96
3354018,"Lüchow (Wendland), Stadt",102.5
3354019,Neu Darchau,56.67
3354020,Prezelle,9.96
3354021,"Schnackenburg, Stadt",18.86
3354022,Schnega,21.49
3354023,Trebel,13.87
3354024,Waddeweitz,17.67
3354025,Woltersdorf,31.05
3354026,"Wustrow (Wendland), Stadt",83.63
3354027,Zernien,30.54
3354501,"Gartow, gemfr. Gebiet",-9999
3354502,"Göhrde, gemfr. Gebiet",-9999
3355001,Adendorf,672.76
3355002,Amelinghausen,137.73
3355003,"Artlenburg, Flecken",149.54
3355004,"Bardowick, Flecken",283.07
3355005,Barendorf,261.65
3355006,Barnstedt,38.9
3355007,Barum,206.82
3355008,Betzendorf,33.25
3355009,"Bleckede, Stadt",65.08
3355010,Boitze,13.2
3355011,Brietlingen,165.06
3355012,Dahlem,29.08
3355013,"Dahlenburg, Flecken",61.39
3355014,Deutsch Evern,325.96
3355015,Echem,100.75
3355016,Embsen,122.13
3355017,Handorf,212.65
3355018,Hittbergen,65.73
3355019,Hohnstorf (Elbe),223.97
3355020,Kirchgellersen,115.13
3355021,Lüdersburg,36.08
3355022,"Lüneburg, Hansestadt",1060.78
3355023,Mechtersen,46.4
3355024,Melbeck,200.61
3355025,Nahrendorf,24.85
3355026,Neetze,105.4
3355027,Oldendorf (Luhe),28.23
3355028,Radbruch,99.51
3355029,Rehlingen,10.49
3355030,Reinstorf,38.81
3355031,Reppenstedt,471.4
3355032,Rullstorf,83.95
3355033,Scharnebeck,121.9
3355034,Soderstorf,40.17
3355035,Südergellersen,83.57
3355036,Thomasburg,48.88
3355037,Tosterglope,30.51
3355038,Vastorf,37.51
3355039,Vögelsen,294.44
3355040,Wendisch Evern,116.12
3355041,Westergellersen,97.89
3355042,Wittorf,128.68
3355049,Amt Neuhaus,19.29
3356001,Axstedt,110.99
3356002,Grasberg,138.32
3356003,Hambergen,186.32
3356004,Holste,39.53
3356005,Lilienthal,278.04
3356006,Lübberstedt,56.75
3356007,"Osterholz-Scharmbeck, Stadt",201.88
3356008,Ritterhude,450.26
3356009,Schwanewede,150.39
3356010,Vollersode,63.76
3356011,Worpswede,122.13
3357001,Ahausen,54.71
3357002,Alfstedt,52.96
3357003,Anderlingen,23.02
3357004,Basdahl,45.47
3357005,Bötersen,50.48
3357006,Bothel,145.42
3357007,Breddorf,27.68
3357008,"Bremervörde, Stadt",123.41
3357009,Brockel,53.93
3357010,Bülstedt,29.78
3357011,Deinstedt,30.64
3357012,Ebersdorf,37.02
3357013,Elsdorf,41.83
3357014,Farven,25.03
3357015,Fintel,85.28
3357016,Gnarrenburg,74.79
3357017,Groß Meckelsen,43.12
3357018,Gyhum,50.41
3357019,Hamersen,41.15
3357020,Hassendorf,103.42
3357021,Heeslingen,59.03
3357022,Hellwege,39.96
